id,market_id,market_name,title,url,image_url,price,quantity_value,quantity_unit,normalized_price,normalized_unit,price_display,availability,normalization_status,search_query,cep,collected_at
ae5a4e1b-8953-47a5-9219-2f6c4184081a,pao_acucar,Pão de Açúcar,Arroz Arbório Ideal para Risoto Tipo 1 Qualitá Caixa 500g,https://www.paodeacucar.com/produto/458420/p,,10.29,250.0,kg,0.04,kg,"R$ 0,04/kg",available,success,arroz,,2026-01-03T14:39:09.342519
53e500d4-b5d4-48a9-b9ca-09f3a0e93302,atacadao,Atacadão,Arroz Biguá Longo Fino - Tipo 1 5kg,https://www.atacadao.com.br/arroz-bigua-longo-fino-tipo-1-pacote-com-5kg-14967-13591/p,/_next/image?url=https%3A%2F%2Fatacadaobr.vtexassets.com%2Farquivos%2Fids%2F655751-300-300%2Fm.jpg%3Fv%3D638976168412470000&w=3840&q=75,13.65,5.0,kg,2.73,kg,"R$ 2,73/kg",available,success,arroz,,2026-01-03T14:39:17.657425
0eafd8de-273e-40fc-b119-983c2b86f95d,carrefour,Carrefour,Arroz Branco Longo-fino Tipo 1 Grãos Selecionados Carrefour 5Kg,https://mercado.carrefour.com.br/arroz-branco-longofino-tipo-1-graos-selecionados-carrefour-5kg-239887/p,https://carrefourbrfood.vtexassets.com/arquivos/ids/193468-200-auto/239887_1.jpg?v=637272430232530000&quality=5&width=200&height=200,14.99,5.0,kg,3.0,kg,"R$ 3,00/kg",available,success,arroz,,2026-01-03T14:39:12.967676
e7478bee-a10e-44f8-aa90-ab07daf2ca31,atacadao,Atacadão,Arroz Meu Biju Agulhinha Tipo 1 5kg,https://www.atacadao.com.br/arroz-meu-biju-agulhinha---tipo-1-pacote-com-5kg-1503-14382/p,/_next/image?url=https%3A%2F%2Fatacadaobr.vtexassets.com%2Farquivos%2Fids%2F662557-300-300%2Fg.jpg%3Fv%3D638976416310800000&w=3840&q=75,15.1,5.0,kg,3.02,kg,"R$ 3,02/kg",available,success,arroz,,2026-01-03T14:39:17.212662
d26e4115-167b-44d7-829a-067f65076ff7,atacadao,Atacadão,Arroz Namorado Agulhinha Tipo 1 5kg,https://www.atacadao.com.br/arroz-namorado-agulhinha-tipo-1-5619-14443/p,/_next/image?url=https%3A%2F%2Fatacadaobr.vtexassets.com%2Farquivos%2Fids%2F652073-300-300%2Fg.jpg%3Fv%3D638976140219130000&w=3840&q=85,15.6,5.0,kg,3.12,kg,"R$ 3,12/kg",available,success,arroz,,2026-01-03T14:39:16.014152
f17a5375-cb51-493d-9592-2f18df4b3f8d,atacadao,Atacadão,Arroz Camil Agulhinha - Tipo 1 5kg,https://www.atacadao.com.br/arroz-camil-agulhinha---tipo-1-pacote-com-5kg-12658-13743/p,/_next/image?url=https%3A%2F%2Fatacadaobr.vtexassets.com%2Farquivos%2Fids%2F655399-300-300%2Fp.jpg%3Fv%3D638976165647800000&w=3840&q=85,17.35,5.0,kg,3.47,kg,"R$ 3,47/kg",available,success,arroz,,2026-01-03T14:39:15.800081
8ef2a192-6459-4951-bcd0-4dbbbbaeef61,atacadao,Atacadão,Arroz Namorado Agulhinha Tipo 1 1kg,https://www.atacadao.com.br/arroz-namorado-agulhinha-tipo-1-28973-14450/p,/_next/image?url=https%3A%2F%2Fatacadaobr.vtexassets.com%2Farquivos%2Fids%2F807753-300-300%2Fm.jpg%3Fv%3D639021641706330000&w=3840&q=80,3.5,1.0,kg,3.5,kg,"R$ 3,50/kg",available,success,arroz,,2026-01-03T14:39:16.363952
bf3df9ef-861e-4196-9d14-4e63231b9363,atacadao,Atacadão,Arroz Camil Parboilizado Tipo 1 5kg,https://www.atacadao.com.br/arroz-camil-parboilizado-tipo-1-15255-13773/p,/_next/image?url=https%3A%2F%2Fatacadaobr.vtexassets.com%2Farquivos%2Fids%2F655794-300-300%2Fg.jpg%3Fv%3D638976168579270000&w=3840&q=75,17.49,5.0,kg,3.5,kg,"R$ 3,50/kg",available,success,arroz,,2026-01-03T14:39:16.529155
72ce6eea-f980-4e07-8d9b-c05e88de43c1,carrefour,Carrefour,Arroz Solito Tipo 1 5Kg,https://mercado.carrefour.com.br/arroz-solito-tipo-1-5kg-962740/p,https://carrefourbrfood.vtexassets.com/arquivos/ids/182493353-200-auto/arroz-solito-tipo-1-5kg-1.jpg?v=638723876748630000&quality=5&width=200&height=200,17.69,5.0,kg,3.54,kg,"R$ 3,54/kg",available,success,arroz,,2026-01-03T14:39:13.442665
1b7bacf0-de79-49e9-81cd-c0b47a267db7,atacadao,Atacadão,Arroz Camil Parboilizado Tipo 1 1kg,https://www.atacadao.com.br/arroz-camil-parboilizado-tipo-1-pacote-com-1kg-11306-13767/p,/_next/image?url=https%3A%2F%2Fatacadaobr.vtexassets.com%2Farquivos%2Fids%2F807391-300-300%2Fg.jpg%3Fv%3D639021639203870000&w=3840&q=75,3.8,1.0,kg,3.8,kg,"R$ 3,80/kg",available,success,arroz,,2026-01-03T14:39:17.331830
